"Step","swept-water-137 - train-loss","swept-water-137 - train-loss__MIN","swept-water-137 - train-loss__MAX"
"54","0.2987197935581207","0.2987197935581207","0.2987197935581207"
"55","0.2967391908168793","0.2967391908168793","0.2967391908168793"
"56","0.3022419810295105","0.3022419810295105","0.3022419810295105"
"57","0.29766395688056946","0.29766395688056946","0.29766395688056946"
"58","0.2962908446788788","0.2962908446788788","0.2962908446788788"
"59","0.29354602098464966","0.29354602098464966","0.29354602098464966"
"60","0.2932586967945099","0.2932586967945099","0.2932586967945099"
"61","0.29196667671203613","0.29196667671203613","0.29196667671203613"
"62","0.28974202275276184","0.28974202275276184","0.28974202275276184"
"63","0.28954562544822693","0.28954562544822693","0.28954562544822693"
"64","0.28907960653305054","0.28907960653305054","0.28907960653305054"
"65","0.2900564670562744","0.2900564670562744","0.2900564670562744"
"66","0.2873460352420807","0.2873460352420807","0.2873460352420807"
"67","0.2891458570957184","0.2891458570957184","0.2891458570957184"
"68","0.2845499515533447","0.2845499515533447","0.2845499515533447"
"69","0.2838102877140045","0.2838102877140045","0.2838102877140045"
"70","0.28300172090530396","0.28300172090530396","0.28300172090530396"
"71","0.2813757359981537","0.2813757359981537","0.2813757359981537"
"72","0.2794201970100403","0.2794201970100403","0.2794201970100403"
"73","0.2785297930240631","0.2785297930240631","0.2785297930240631"
"74","0.2798173725605011","0.2798173725605011","0.2798173725605011"
"75","0.2764221131801605","0.2764221131801605","0.2764221131801605"
"76","0.27890634536743164","0.27890634536743164","0.27890634536743164"
"77","0.2813195586204529","0.2813195586204529","0.2813195586204529"
"78","0.27573275566101074","0.27573275566101074","0.27573275566101074"
"79","0.27544039487838745","0.27544039487838745","0.27544039487838745"
"80","0.2778596878051758","0.2778596878051758","0.2778596878051758"
"81","0.27459684014320374","0.27459684014320374","0.27459684014320374"
"82","0.27191248536109924","0.27191248536109924","0.27191248536109924"
"83","0.275236040353775","0.275236040353775","0.275236040353775"
"84","0.2732892632484436","0.2732892632484436","0.2732892632484436"
"85","0.27206510305404663","0.27206510305404663","0.27206510305404663"
"86","0.27205532789230347","0.27205532789230347","0.27205532789230347"
"87","0.2695194482803345","0.2695194482803345","0.2695194482803345"
"88","0.2694910168647766","0.2694910168647766","0.2694910168647766"
"89","0.2681613266468048","0.2681613266468048","0.2681613266468048"
"90","0.2681944668292999","0.2681944668292999","0.2681944668292999"
"91","0.2658003270626068","0.2658003270626068","0.2658003270626068"
"92","0.2657645642757416","0.2657645642757416","0.2657645642757416"
"93","0.2635685205459595","0.2635685205459595","0.2635685205459595"
"94","0.26279395818710327","0.26279395818710327","0.26279395818710327"
"95","0.2642399072647095","0.2642399072647095","0.2642399072647095"
"96","0.2629489600658417","0.2629489600658417","0.2629489600658417"
"97","0.2618280053138733","0.2618280053138733","0.2618280053138733"
"98","0.26216158270835876","0.26216158270835876","0.26216158270835876"
"99","0.2619681656360626","0.2619681656360626","0.2619681656360626"
"100","0.26162075996398926","0.26162075996398926","0.26162075996398926"
"101","0.26101356744766235","0.26101356744766235","0.26101356744766235"
"102","0.2586936056613922","0.2586936056613922","0.2586936056613922"
"103","0.25770294666290283","0.25770294666290283","0.25770294666290283"
"104","0.25778013467788696","0.25778013467788696","0.25778013467788696"
"105","0.2584317922592163","0.2584317922592163","0.2584317922592163"
"106","0.25864794850349426","0.25864794850349426","0.25864794850349426"
"107","0.25729379057884216","0.25729379057884216","0.25729379057884216"
"108","0.2555462121963501","0.2555462121963501","0.2555462121963501"
"109","0.25501900911331177","0.25501900911331177","0.25501900911331177"
"110","0.2557726502418518","0.2557726502418518","0.2557726502418518"
"111","0.2532035708427429","0.2532035708427429","0.2532035708427429"
"112","0.25332507491111755","0.25332507491111755","0.25332507491111755"
"113","0.24911266565322876","0.24911266565322876","0.24911266565322876"
"114","0.24963128566741943","0.24963128566741943","0.24963128566741943"
"115","0.25137996673583984","0.25137996673583984","0.25137996673583984"
"116","0.25343057513237","0.25343057513237","0.25343057513237"
"117","0.2493904083967209","0.2493904083967209","0.2493904083967209"
"118","0.2476794719696045","0.2476794719696045","0.2476794719696045"
"119","0.24939242005348208","0.24939242005348208","0.24939242005348208"
"120","0.2496286779642105","0.2496286779642105","0.2496286779642105"
"121","0.2496290951967239","0.2496290951967239","0.2496290951967239"
"122","0.24938830733299255","0.24938830733299255","0.24938830733299255"
"123","0.24986322224140167","0.24986322224140167","0.24986322224140167"
"124","0.24717651307582855","0.24717651307582855","0.24717651307582855"
"125","0.2464817613363266","0.2464817613363266","0.2464817613363266"
"126","0.24665383994579315","0.24665383994579315","0.24665383994579315"
"127","0.2435206323862076","0.2435206323862076","0.2435206323862076"
"128","0.2454492151737213","0.2454492151737213","0.2454492151737213"
"129","0.2457885146141052","0.2457885146141052","0.2457885146141052"
"130","0.2452749460935593","0.2452749460935593","0.2452749460935593"
"131","0.24381262063980105","0.24381262063980105","0.24381262063980105"
"132","0.242880254983902","0.242880254983902","0.242880254983902"
"133","0.24148628115653992","0.24148628115653992","0.24148628115653992"
"134","0.24393358826637268","0.24393358826637268","0.24393358826637268"
"135","0.24289196729660031","0.24289196729660031","0.24289196729660031"
"136","0.24327869713306427","0.24327869713306427","0.24327869713306427"
"137","0.24156294763088224","0.24156294763088224","0.24156294763088224"
"138","0.23964378237724304","0.23964378237724304","0.23964378237724304"
"139","0.24045564234256744","0.24045564234256744","0.24045564234256744"
"140","0.24133411049842832","0.24133411049842832","0.24133411049842832"
"141","0.23785465955734253","0.23785465955734253","0.23785465955734253"
"142","0.23827216029167175","0.23827216029167175","0.23827216029167175"
"143","0.23896737396717072","0.23896737396717072","0.23896737396717072"
"144","0.23715652525424957","0.23715652525424957","0.23715652525424957"
"145","0.23760975897312164","0.23760975897312164","0.23760975897312164"
"146","0.23742549121379852","0.23742549121379852","0.23742549121379852"
"147","0.23968759179115295","0.23968759179115295","0.23968759179115295"
"148","0.23730263113975525","0.23730263113975525","0.23730263113975525"
"149","0.23735536634922028","0.23735536634922028","0.23735536634922028"
"150","0.23537172377109528","0.23537172377109528","0.23537172377109528"
"151","0.23640620708465576","0.23640620708465576","0.23640620708465576"
"152","0.23639468848705292","0.23639468848705292","0.23639468848705292"
"153","0.2345970869064331","0.2345970869064331","0.2345970869064331"
"154","0.233724907040596","0.233724907040596","0.233724907040596"
"155","0.23344245553016665","0.23344245553016665","0.23344245553016665"
"156","0.2321962863206863","0.2321962863206863","0.2321962863206863"
"157","0.2327502965927124","0.2327502965927124","0.2327502965927124"
"158","0.2313883900642395","0.2313883900642395","0.2313883900642395"
"159","0.23143841326236725","0.23143841326236725","0.23143841326236725"
"160","0.23218302428722384","0.23218302428722384","0.23218302428722384"
"161","0.23140190541744232","0.23140190541744232","0.23140190541744232"
"162","0.23152890801429749","0.23152890801429749","0.23152890801429749"
"163","0.23158541321754456","0.23158541321754456","0.23158541321754456"
"164","0.2308727502822876","0.2308727502822876","0.2308727502822876"
"165","0.2296786606311798","0.2296786606311798","0.2296786606311798"
"166","0.23007674515247345","0.23007674515247345","0.23007674515247345"
"167","0.23020178079605105","0.23020178079605105","0.23020178079605105"
"168","0.22924251854419708","0.22924251854419708","0.22924251854419708"
"169","0.2295713573694229","0.2295713573694229","0.2295713573694229"
"170","0.2286762297153473","0.2286762297153473","0.2286762297153473"
"171","0.23078420758247375","0.23078420758247375","0.23078420758247375"
"172","0.22953717410564425","0.22953717410564425","0.22953717410564425"
"173","0.22856561839580536","0.22856561839580536","0.22856561839580536"
"174","0.2274151146411896","0.2274151146411896","0.2274151146411896"
"175","0.2271429598331451","0.2271429598331451","0.2271429598331451"
"176","0.22700031101703644","0.22700031101703644","0.22700031101703644"
"177","0.22656983137130737","0.22656983137130737","0.22656983137130737"
"178","0.22561518847942352","0.22561518847942352","0.22561518847942352"
"179","0.22612231969833377","0.22612231969833377","0.22612231969833377"
"180","0.22638967633247375","0.22638967633247375","0.22638967633247375"
"181","0.22494040429592133","0.22494040429592133","0.22494040429592133"
"182","0.2256101369857788","0.2256101369857788","0.2256101369857788"
"183","0.22572751343250275","0.22572751343250275","0.22572751343250275"
"184","0.2241715043783188","0.2241715043783188","0.2241715043783188"
"185","0.22298721969127655","0.22298721969127655","0.22298721969127655"
"186","0.22367221117019653","0.22367221117019653","0.22367221117019653"
"187","0.2235166132450104","0.2235166132450104","0.2235166132450104"
"188","0.2224399894475937","0.2224399894475937","0.2224399894475937"
"189","0.22224992513656616","0.22224992513656616","0.22224992513656616"
"190","0.22209863364696503","0.22209863364696503","0.22209863364696503"
"191","0.22170604765415192","0.22170604765415192","0.22170604765415192"
"192","0.22055251896381375","0.22055251896381375","0.22055251896381375"
"193","0.2216324359178543","0.2216324359178543","0.2216324359178543"
"194","0.22062963247299192","0.22062963247299192","0.22062963247299192"
"195","0.21893464028835297","0.21893464028835297","0.21893464028835297"
"196","0.21825852990150452","0.21825852990150452","0.21825852990150452"
"197","0.22069180011749268","0.22069180011749268","0.22069180011749268"
"198","0.219085156917572","0.219085156917572","0.219085156917572"
"199","0.21904781460762024","0.21904781460762024","0.21904781460762024"
